Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
11518,10/09/2013,5970,M,M,Y,4,30K - 50K,Salem,OR,USA,Food,Produce,Fruit,4,14.85
11519,10/09/2013,5038,M,S,Y,2,10K - 30K,Tacoma,WA,USA,Food,Deli,Meat,4,14.78
11520,10/09/2013,1343,M,M,Y,1,10K - 30K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,5,12.96
11521,10/09/2013,4520,F,S,Y,4,70K - 90K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,3,5.29
11522,10/09/2013,5956,M,S,N,4,30K - 50K,Walla Walla,WA,USA,Food,Seafood,Seafood,4,4.76
11523,11/09/2013,3485,F,S,Y,3,70K - 90K,Los Angeles,CA,USA,Food,Canned Foods,Canned Tuna,5,3.84
11524,11/09/2013,1975,M,M,N,2,10K - 30K,San Andres,DF,Mexico,Food,Breakfast Foods,Breakfast Foods,3,5.5
11525,11/09/2013,838,F,S,N,4,50K - 70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Frozen Desserts,3,24.23
11526,11/09/2013,6306,F,S,N,2,30K - 50K,Salem,OR,USA,Non-Consumable,Household,Hardware,4,20.5
11527,11/09/2013,4397,M,S,N,2,30K - 50K,Spokane,WA,USA,Food,Frozen Foods,Pizza,4,3.39
11528,11/09/2013,6951,M,M,Y,2,50K - 70K,Seattle,WA,USA,Food,Canned Products,Fruit,3,11.23
11529,11/09/2013,3602,F,S,N,4,30K - 50K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,5,4.35
11530,11/09/2013,10225,F,S,Y,2,30K - 50K,Yakima,WA,USA,Non-Consumable,Household,Candles,4,10.14
11531,11/09/2013,7182,F,S,Y,1,10K - 30K,Salem,OR,USA,Food,Baking Goods,Baking Goods,3,10.08
11532,11/09/2013,1222,M,M,Y,3,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,3,3.11
11533,11/09/2013,2852,M,M,Y,0,30K - 50K,Merida,Yucatan,Mexico,Non-Consumable,Checkout,Hardware,3,16.69
11534,11/09/2013,9349,F,S,N,4,10K - 30K,Orizaba,Veracruz,Mexico,Food,Eggs,Eggs,5,25.81
11535,11/09/2013,9770,M,S,Y,4,10K - 30K,Beverly Hills,CA,USA,Food,Deli,Side Dishes,4,3.07
11536,11/09/2013,164,F,S,N,4,30K - 50K,San Diego,CA,USA,Non-Consumable,Periodicals,Magazines,3,16.77
11537,11/09/2013,5114,F,M,N,3,30K - 50K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,3,5.62
11538,11/09/2013,5348,F,S,N,3,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,4,22.66
11539,11/09/2013,6652,F,M,Y,3,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,33.91
11540,11/09/2013,5896,F,S,Y,5,90K - 110K,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,5,12.96
11541,11/09/2013,7221,F,S,N,2,30K - 50K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,5,4.21
11542,11/09/2013,780,M,S,Y,5,110K - 130K,Salem,OR,USA,Drink,Dairy,Dairy,4,8.5
11543,11/09/2013,2168,F,M,Y,3,110K - 130K,San Diego,CA,USA,Food,Produce,Specialty,5,25.43
11544,11/09/2013,5466,M,S,Y,4,30K - 50K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,6,15.7
11545,11/09/2013,2743,F,S,N,4,30K - 50K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,16.13
11546,11/09/2013,8326,F,M,Y,1,10K - 30K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,4,4.86
11547,12/09/2013,1551,F,M,N,4,30K - 50K,Bremerton,WA,USA,Food,Produce,Vegetables,4,14.61
11548,12/09/2013,5294,F,S,N,4,10K - 30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,23.74
11549,12/09/2013,1910,F,S,Y,1,10K - 30K,San Andres,DF,Mexico,Non-Consumable,Household,Hardware,4,17.33
11550,12/09/2013,3440,F,M,Y,4,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,15.54
11551,12/09/2013,8188,F,M,Y,3,30K - 50K,Portland,OR,USA,Food,Snacks,Candy,5,22.35
11552,12/09/2013,895,F,S,N,5,50K - 70K,Vancouver,BC,Canada,Food,Frozen Foods,Breakfast Foods,7,14.82
11553,12/09/2013,4965,F,S,N,4,30K - 50K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,3,13.96
11554,12/09/2013,4914,F,S,N,1,50K - 70K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,11.46
11555,12/09/2013,1185,M,M,N,4,10K - 30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,15.88
11556,12/09/2013,1646,M,S,N,2,70K - 90K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,25.43
11557,12/09/2013,4250,F,M,Y,0,130K - 150K,Orizaba,Veracruz,Mexico,Drink,Beverages,Pure Juice Beverages,4,19.6
11558,12/09/2013,1528,F,M,N,4,30K - 50K,Spokane,WA,USA,Food,Produce,Fruit,3,2.63
11559,12/09/2013,8427,M,M,Y,3,10K - 30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,2,9.72
11560,12/09/2013,9004,M,S,Y,1,30K - 50K,Victoria,BC,Canada,Non-Consumable,Household,Electrical,4,16.82
11561,12/09/2013,9335,M,M,Y,2,30K - 50K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,2,2.55
11562,12/09/2013,2880,F,M,Y,2,30K - 50K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Pain Relievers,2,3.69
11563,12/09/2013,3695,M,M,N,5,50K - 70K,Salem,OR,USA,Food,Produce,Vegetables,4,12.34
11564,12/09/2013,4851,F,M,N,4,50K - 70K,Guadalajara,Jalisco,Mexico,Food,Snack Foods,Snack Foods,4,19.4
11565,12/09/2013,9603,M,S,Y,4,130K - 150K,Los Angeles,CA,USA,Food,Dairy,Dairy,3,13.69
11566,12/09/2013,1720,F,S,N,4,30K - 50K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,8.26
11567,12/09/2013,8204,M,S,N,3,10K - 30K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,5,15.18
11568,12/09/2013,3922,M,M,Y,3,30K - 50K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,3,7.92
11569,12/09/2013,9668,F,M,Y,1,70K - 90K,Salem,OR,USA,Drink,Beverages,Drinks,4,11.12
11570,12/09/2013,6812,F,S,Y,3,90K - 110K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,6,19.3
11571,12/09/2013,3878,M,M,Y,2,70K - 90K,Bremerton,WA,USA,Non-Consumable,Periodicals,Magazines,4,7.35
11572,12/09/2013,1352,M,S,N,4,50K - 70K,Tacoma,WA,USA,Food,Canned Foods,Canned Sardines,5,9.48
11573,13/09/2013,2897,F,M,Y,1,70K - 90K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,4,24.13
11574,13/09/2013,4243,M,S,Y,3,30K - 50K,Portland,OR,USA,Drink,Beverages,Carbonated Beverages,3,9.43
11575,13/09/2013,5294,F,S,N,4,10K - 30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,9.01
11576,13/09/2013,5577,F,M,Y,1,130K - 150K,Vancouver,BC,Canada,Food,Canned Foods,Vegetables,5,28.73
11577,13/09/2013,1745,M,M,Y,3,10K - 30K,Acapulco,Guerrero,Mexico,Food,Breakfast Foods,Breakfast Foods,4,9.26
11578,13/09/2013,9321,M,M,Y,2,10K - 30K,Walla Walla,WA,USA,Non-Consumable,Household,Electrical,2,0.65
11579,13/09/2013,4771,M,S,Y,2,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,6.94
11580,13/09/2013,1720,F,S,N,4,30K - 50K,Spokane,WA,USA,Food,Deli,Meat,5,6.6
11581,13/09/2013,8511,F,M,Y,1,70K - 90K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,3,7.52
11582,13/09/2013,2444,F,S,Y,0,70K - 90K,Salem,OR,USA,Non-Consumable,Household,Plastic Products,4,4.62
11583,13/09/2013,1681,F,M,Y,5,70K - 90K,Salem,OR,USA,Food,Baking Goods,Baking Goods,6,20.78
11584,13/09/2013,6469,M,S,N,0,50K - 70K,Los Angeles,CA,USA,Food,Produce,Fruit,4,35.67
11585,13/09/2013,979,F,S,Y,0,130K - 150K,Seattle,WA,USA,Food,Produce,Fruit,4,10.63
11586,13/09/2013,491,F,M,N,2,50K - 70K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,3,29.95
11587,13/09/2013,2310,F,M,N,4,10K - 30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Kitchen Products,3,14.7
11588,13/09/2013,6652,F,M,Y,3,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,3,5.11
11589,13/09/2013,1058,F,S,Y,2,110K - 130K,Los Angeles,CA,USA,Non-Consumable,Household,Bathroom Products,5,15.57
11590,13/09/2013,3125,M,S,Y,5,150K +,Merida,Yucatan,Mexico,Food,Produce,Vegetables,5,4.64
11591,13/09/2013,4655,F,M,Y,4,50K - 70K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,5,16.28
11592,13/09/2013,9788,F,M,N,0,110K - 130K,Salem,OR,USA,Food,Deli,Meat,5,18.51
11593,13/09/2013,3345,M,S,Y,3,110K - 130K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,4,30.16
11594,13/09/2013,4499,M,M,Y,4,130K - 150K,Salem,OR,USA,Food,Eggs,Eggs,3,7.37
11595,13/09/2013,1693,M,M,Y,3,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,3,10.79
11596,13/09/2013,7617,F,M,N,3,10K - 30K,Portland,OR,USA,Non-Consumable,Household,Paper Products,5,12.26
11597,13/09/2013,6847,M,M,N,2,50K - 70K,San Andres,DF,Mexico,Non-Consumable,Household,Plastic Products,5,4.83
11598,13/09/2013,10173,F,M,N,0,30K - 50K,Spokane,WA,USA,Food,Baked Goods,Bread,4,6.21
11599,13/09/2013,430,M,S,Y,3,90K - 110K,Spokane,WA,USA,Food,Eggs,Eggs,6,12.24
11600,13/09/2013,5493,F,M,N,3,70K - 90K,Beverly Hills,CA,USA,Food,Dairy,Dairy,3,27.64
11601,14/09/2013,310,F,S,Y,1,50K - 70K,San Andres,DF,Mexico,Non-Consumable,Household,Plastic Products,4,19.8
11602,14/09/2013,4998,M,S,N,3,50K - 70K,Bremerton,WA,USA,Food,Snacks,Candy,4,10.1
11603,14/09/2013,6679,M,S,Y,0,150K +,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,25.9
11604,14/09/2013,4671,F,S,Y,4,30K - 50K,Portland,OR,USA,Food,Produce,Vegetables,4,19.73
11605,14/09/2013,4771,M,S,Y,2,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,6,11.78
11606,14/09/2013,5374,M,M,Y,3,30K - 50K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,13.58
11607,14/09/2013,1415,M,S,N,1,50K - 70K,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,2,11.04
11608,14/09/2013,1646,M,S,N,2,70K - 90K,Seattle,WA,USA,Food,Deli,Meat,4,3.12
11609,14/09/2013,1266,F,S,N,4,30K - 50K,Salem,OR,USA,Non-Consumable,Household,Electrical,3,8.54
11610,14/09/2013,6406,M,M,Y,2,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,3,28.53
11611,14/09/2013,2663,M,M,Y,1,30K - 50K,Spokane,WA,USA,Food,Seafood,Seafood,6,4.78
11612,14/09/2013,2480,M,M,Y,0,30K - 50K,San Andres,DF,Mexico,Non-Consumable,Periodicals,Magazines,4,8.09
11613,14/09/2013,7418,F,S,Y,4,130K - 150K,Vancouver,BC,Canada,Food,Baked Goods,Bread,4,5.54
11614,14/09/2013,10095,F,S,Y,1,90K - 110K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,3,8.78
11615,14/09/2013,7269,F,M,Y,5,30K - 50K,Salem,OR,USA,Food,Baked Goods,Bread,5,4.68
11616,14/09/2013,2564,M,M,Y,4,70K - 90K,Vancouver,BC,Canada,Drink,Beverages,Carbonated Beverages,5,5.21
11617,14/09/2013,8438,M,S,Y,3,10K - 30K,San Andres,DF,Mexico,Food,Produce,Specialty,3,3.83
11618,14/09/2013,2118,F,S,N,4,10K - 30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Pizza,4,22.36
11619,14/09/2013,6311,M,S,Y,2,70K - 90K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Pure Juice Beverages,4,10.7
11620,14/09/2013,7814,M,M,Y,5,10K - 30K,San Diego,CA,USA,Food,Baked Goods,Bread,3,2.77
11621,14/09/2013,8709,M,M,Y,0,30K - 50K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,2.74
11622,14/09/2013,6406,M,M,Y,2,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,4,5.12
11623,14/09/2013,7782,F,S,N,3,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,3,4.53
11624,14/09/2013,524,F,S,N,2,10K - 30K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,13.1
11625,14/09/2013,8952,M,S,Y,3,110K - 130K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Sardines,4,20.16
11626,14/09/2013,8576,F,S,N,2,50K - 70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,4,19.27
11627,14/09/2013,1975,M,M,N,2,10K - 30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Decongestants,4,18.68
11628,14/09/2013,1930,F,S,N,4,10K - 30K,Merida,Yucatan,Mexico,Food,Produce,Specialty,4,7.17
11629,15/09/2013,2379,F,M,Y,5,70K - 90K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,4,2.85
11630,15/09/2013,8966,F,S,N,3,50K - 70K,Bremerton,WA,USA,Food,Deli,Meat,2,2.52
11631,15/09/2013,3448,M,M,Y,2,30K - 50K,Bremerton,WA,USA,Food,Produce,Fruit,5,14.64
11632,15/09/2013,4541,F,M,Y,1,50K - 70K,Bremerton,WA,USA,Food,Produce,Fruit,3,32.09
11633,15/09/2013,4096,M,S,Y,2,10K - 30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,5,4.03
11634,15/09/2013,5148,F,S,Y,0,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,3,11
11635,15/09/2013,9037,F,M,Y,1,10K - 30K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,4,15.94
11636,15/09/2013,10192,M,M,N,3,70K - 90K,Beverly Hills,CA,USA,Food,Dairy,Dairy,4,11.49
11637,15/09/2013,4666,F,M,Y,3,90K - 110K,Salem,OR,USA,Food,Deli,Meat,5,29.44
11638,15/09/2013,2703,M,S,Y,2,30K - 50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,22.26
11639,15/09/2013,7660,F,S,N,4,10K - 30K,Los Angeles,CA,USA,Non-Consumable,Periodicals,Magazines,6,41.04
11640,15/09/2013,5008,F,S,N,1,30K - 50K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Soup,4,11
11641,15/09/2013,8434,F,S,Y,3,10K - 30K,Victoria,BC,Canada,Food,Dairy,Dairy,6,6.63
11642,15/09/2013,6406,M,M,Y,2,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,2,3.38
11643,15/09/2013,8363,F,M,Y,5,70K - 90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,5,28.86
11644,15/09/2013,6914,M,S,N,0,30K - 50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,9.08
11645,15/09/2013,6915,F,M,Y,0,70K - 90K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,4,10.32
11646,15/09/2013,9144,M,S,Y,1,10K - 30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,16.42
11647,15/09/2013,2176,F,M,Y,5,10K - 30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,6,10.6
11648,15/09/2013,1571,F,S,Y,0,90K - 110K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,3,3.84
11649,15/09/2013,7392,M,S,N,1,10K - 30K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,4,11.48
11650,15/09/2013,3140,M,M,N,2,50K - 70K,Los Angeles,CA,USA,Non-Consumable,Household,Bathroom Products,4,20.59
11651,15/09/2013,1965,F,M,Y,3,30K - 50K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,3,21.68
11652,15/09/2013,9460,M,M,Y,1,130K - 150K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,14.5
11653,15/09/2013,8079,F,S,Y,5,70K - 90K,Bellingham,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,3.35
11654,15/09/2013,3125,M,S,Y,5,150K +,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,5,17.24
11655,15/09/2013,5208,M,M,N,4,90K - 110K,Los Angeles,CA,USA,Food,Produce,Vegetables,6,15.48
11656,16/09/2013,2594,M,M,Y,3,70K - 90K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,5,12.4
11657,16/09/2013,4111,F,M,Y,5,30K - 50K,San Andres,DF,Mexico,Food,Snacks,Candy,4,27.97
11658,16/09/2013,4445,F,S,Y,2,50K - 70K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,4,15.87
11659,16/09/2013,5991,M,M,Y,1,50K - 70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,2,14.04
11660,16/09/2013,9692,F,S,Y,3,30K - 50K,Portland,OR,USA,Food,Canned Foods,Vegetables,4,34.54
11661,16/09/2013,8649,M,M,Y,4,50K - 70K,Acapulco,Guerrero,Mexico,Food,Produce,Fruit,5,12.24
11662,16/09/2013,4947,M,M,Y,4,10K - 30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,7,27.9
11663,16/09/2013,1090,M,S,N,1,30K - 50K,Beverly Hills,CA,USA,Food,Deli,Side Dishes,2,7.75
11664,16/09/2013,4780,F,M,Y,3,50K - 70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Electrical,2,18.08
11665,16/09/2013,850,M,M,N,2,90K - 110K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,5,9.86
11666,16/09/2013,1887,M,M,Y,5,30K - 50K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,3,11.91
11667,16/09/2013,9978,F,S,Y,4,30K - 50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,6,7.08
11668,16/09/2013,9016,M,M,Y,2,50K - 70K,Yakima,WA,USA,Food,Baking Goods,Baking Goods,4,15.62
11669,16/09/2013,7176,M,M,N,4,30K - 50K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,5,20.52
11670,16/09/2013,5869,M,S,Y,1,130K - 150K,Salem,OR,USA,Food,Baked Goods,Bread,4,16.7
11671,16/09/2013,2919,M,M,Y,1,90K - 110K,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,4,21.15
11672,16/09/2013,3372,M,M,N,1,30K - 50K,Mexico City,DF,Mexico,Food,Frozen Foods,Breakfast Foods,5,13.25
11673,16/09/2013,9717,M,M,N,4,50K - 70K,Mexico City,DF,Mexico,Food,Snacks,Candy,4,14.88
11674,16/09/2013,5519,M,M,Y,2,10K - 30K,Beverly Hills,CA,USA,Food,Baked Goods,Bread,5,2.23
11675,16/09/2013,321,M,S,Y,2,90K - 110K,Merida,Yucatan,Mexico,Food,Eggs,Eggs,4,26.5
11676,16/09/2013,3864,M,S,N,3,70K - 90K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,11.83
11677,16/09/2013,9984,M,S,Y,1,50K - 70K,Acapulco,Guerrero,Mexico,Food,Produce,Fruit,3,13.18
11678,16/09/2013,8592,F,M,Y,2,70K - 90K,Merida,Yucatan,Mexico,Food,Deli,Meat,5,11.39
11679,16/09/2013,4853,M,S,Y,0,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,9.91
11680,16/09/2013,8074,F,M,N,4,30K - 50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,4,9.32
11681,16/09/2013,9307,M,M,Y,3,10K - 30K,Portland,OR,USA,Food,Deli,Meat,5,10.48
11682,16/09/2013,7810,F,S,N,5,10K - 30K,Bremerton,WA,USA,Food,Baked Goods,Bread,6,5.59
11683,16/09/2013,4437,M,S,N,2,70K - 90K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,3,7.43
11684,17/09/2013,2924,M,S,N,5,30K - 50K,Bremerton,WA,USA,Food,Produce,Fruit,5,5.1
11685,17/09/2013,5654,F,S,Y,4,110K - 130K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Frozen Desserts,3,7.12
11686,17/09/2013,7000,F,S,N,3,50K - 70K,Vancouver,BC,Canada,Food,Dairy,Dairy,4,18.46
11687,17/09/2013,1745,M,M,Y,3,10K - 30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,6,5.71
11688,17/09/2013,1853,F,S,N,4,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,4,23.16
11689,17/09/2013,5766,M,M,Y,5,70K - 90K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,5,3.72
11690,17/09/2013,2868,M,M,N,1,130K - 150K,San Andres,DF,Mexico,Food,Dairy,Dairy,5,22.52
11691,17/09/2013,6684,M,S,Y,4,30K - 50K,Walla Walla,WA,USA,Food,Deli,Meat,2,4.16
11692,17/09/2013,5221,F,M,Y,1,30K - 50K,Mexico City,DF,Mexico,Food,Canned Foods,Canned Soup,2,3.53
11693,17/09/2013,7470,M,S,N,4,10K - 30K,Salem,OR,USA,Food,Baked Goods,Bread,4,4.95
11694,17/09/2013,7906,M,M,Y,1,10K - 30K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,4,2.97
11695,17/09/2013,6222,M,S,Y,1,90K - 110K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,4,22.7
11696,17/09/2013,3701,F,S,Y,1,110K - 130K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,3,6.1
11697,17/09/2013,8116,F,S,N,2,110K - 130K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,19.78
11698,17/09/2013,2273,F,S,N,0,10K - 30K,Mexico City,DF,Mexico,Food,Canned Foods,Canned Soup,4,3.52
11699,17/09/2013,1719,M,M,Y,3,30K - 50K,Vancouver,BC,Canada,Food,Canned Foods,Vegetables,4,5.92
11700,17/09/2013,3449,F,M,Y,2,30K - 50K,Beverly Hills,CA,USA,Non-Consumable,Carousel,Specialty,5,7.26
11701,17/09/2013,5092,F,S,Y,3,30K - 50K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,4,14.92
11702,17/09/2013,3795,M,M,N,2,50K - 70K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,6,16.56
11703,17/09/2013,2446,M,S,Y,0,10K - 30K,Camacho,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,3,6.05
11704,17/09/2013,4397,M,S,N,2,30K - 50K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,10.89
11705,17/09/2013,3909,F,S,N,4,30K - 50K,Camacho,Zacatecas,Mexico,Food,Produce,Fruit,2,14.56
11706,17/09/2013,2601,F,M,Y,4,10K - 30K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,2,13.35
11707,18/09/2013,6732,F,M,Y,0,30K - 50K,Vancouver,BC,Canada,Food,Produce,Vegetables,3,21.14
11708,18/09/2013,9297,F,M,N,1,70K - 90K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,3,1.52
11709,18/09/2013,1262,M,S,Y,5,30K - 50K,Vancouver,BC,Canada,Non-Consumable,Carousel,Specialty,3,4.84
11710,18/09/2013,3805,M,S,N,5,90K - 110K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Jams and Jellies,4,14.71
11711,18/09/2013,9294,M,S,N,0,70K - 90K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,4,4.64
11712,18/09/2013,5099,F,M,Y,1,50K - 70K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,4,12.72
11713,18/09/2013,1386,F,M,Y,4,70K - 90K,San Diego,CA,USA,Non-Consumable,Household,Paper Products,3,4.45
11714,18/09/2013,1874,M,S,Y,2,50K - 70K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,2.23
11715,18/09/2013,7239,M,S,N,4,30K - 50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,4,16.43
11716,18/09/2013,4722,M,S,N,1,30K - 50K,Los Angeles,CA,USA,Non-Consumable,Household,Electrical,3,31.02
11717,18/09/2013,8275,F,M,N,3,50K - 70K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,4,24.95
11718,18/09/2013,10104,F,M,Y,4,10K - 30K,Los Angeles,CA,USA,Food,Dairy,Dairy,5,11.04
11719,18/09/2013,8667,M,M,Y,3,50K - 70K,Salem,OR,USA,Food,Canned Foods,Vegetables,5,16.42
11720,18/09/2013,4868,F,M,Y,3,130K - 150K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,5,17.63
11721,18/09/2013,6644,M,S,N,0,30K - 50K,San Francisco,CA,USA,Food,Baking Goods,Baking Goods,2,3.36
11722,18/09/2013,7934,M,S,Y,3,30K - 50K,San Andres,DF,Mexico,Food,Frozen Foods,Frozen Desserts,2,10.3
11723,18/09/2013,6344,F,S,Y,1,30K - 50K,Victoria,BC,Canada,Food,Produce,Fruit,6,7
11724,18/09/2013,6761,F,S,Y,4,130K - 150K,Portland,OR,USA,Food,Canned Foods,Canned Sardines,3,13.4
11725,18/09/2013,1942,F,S,Y,2,90K - 110K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,5,7.1
11726,18/09/2013,4890,M,S,N,0,30K - 50K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,3,3.51
11727,18/09/2013,10016,M,M,N,4,30K - 50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,5,9.34
11728,18/09/2013,5129,F,S,N,2,50K - 70K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,6,25.32
11729,18/09/2013,5481,F,M,Y,4,30K - 50K,Merida,Yucatan,Mexico,Food,Meat,Meat,2,4.2
11730,18/09/2013,1235,M,S,N,2,30K - 50K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Decongestants,6,8.52
11731,18/09/2013,4700,M,S,N,4,10K - 30K,Tacoma,WA,USA,Food,Canned Foods,Canned Tuna,5,4.22
11732,18/09/2013,6461,F,M,N,1,50K - 70K,San Andres,DF,Mexico,Food,Dairy,Dairy,5,5.92
11733,18/09/2013,6684,M,S,Y,4,30K - 50K,Walla Walla,WA,USA,Food,Baking Goods,Baking Goods,3,7.28
